product_name,categories_tags,countries_en,ingredients_text,additives_tags
Pizza Parlanno,"en:frozen-foods,en:meals,en:pizzas-pies-and-quiches,en:pizzas,en:frozen-pizzas-and-pies,en:frozen-ready-made-meals,en:frozen-pizzas",United States,"Crust: _Wheat_  Flour, Water, Olive Oil, Salt, Yeast, Malted Flour. Toppings: Tomato Sauce (Imported Italian Tomatoes, Olive Oil, Basil, Garlic, Salt, Pepper), Low Moisture Mozzarella Cheese (Pasteurized Whole _Milk_ ,Cheese Cultures, Salt, Enzymes), Cooked Italian Sausage (Pork, Water, Salt, Spices, Dextrose, Flavorings, Garlic Powder, Paprika), Uncured Pepperoni with no nitrate or nitrate added (Pork, Salt, Spices, Water, Dextrose, Paprika, Natural Flavoring, Dehydrated Garlic, Oleoresin Paprika, Lactic Acid Starter Culture), Roasted Red Peppers, Roasted Yellow Peppers, Roasted Green Peppers, Roasted Onions, Romano Cheese (Pasteurized Cow's _Milk_, Salt, Enzymes) Parmesan Cheese (Pasteurized Cultured Milk, Enzymes, Salt) Parsley",en:e160c
"Pizza Parlanno with Italian sausage, uncured pepperoni, roasted peppers & roasted onions","en:frozen-foods,en:meals,en:pizzas-pies-and-quiches,en:pizzas,en:frozen-pizzas-and-pies,en:frozen-pizzas",United States,"Pizza Crust (Wheat Flour, Water, Olive Oil, Yeast, Salt, Malted Wheat Flour), Tomato Sauce (Tomatoes, Extra Virgin Olive Oil, Water, Modified Rice Starch, Sea Salt, Garlic, Basil, Black Pepper), Mozzarella Cheese (Pasteurized Cow Milk, Cheese Cultures, Salt, Microbial Rennet), Cooked Italian Sausage (Pork, Water, Salt, Spices, Dextrose, Flavorings, Garlic Powder, Paprika), Uncured Pepperoni* (Pork, Sea Salt, Spices, Water, Dextrose, Paprika, Natural Flavoring, Garlic Powder, Oleoresin Paprika, Lactic Acid Starter Culture), Roasted Red Bell Pepper, Roasted Green Bell Pepper, Roasted Yellow Bell Pepper, Roasted Red Onion, Water, Romano Cheese (Pasteurized Cow Milk, Cheese Cultures, Salt, Microbial and Animal Rennet, Powdered Cellulose [to Prevent Caking]), Parmesan Cheese (Pasteurized Cow Milk, Cheese Cultures, Salt, Microbial Rennet, Powdered Cellulose [to Prevent Caking]), Parsley Flakes.","en:e160c,en:e460,en:e460ii"
"Ice cream, vanilla","en:desserts,en:frozen-foods,en:frozen-desserts,en:ice-creams-and-sorbets,en:ice-creams",United States,"Milkfat and nonfat milk, sugar, corn syrup, whey, mono-and diglycerides, cellulose gum, natural flavor guar gum, carrageenan, annatto (color), artificial flavor.","en:e160b,en:e407,en:e412,en:e466,en:e471"
"Ice cream, chocolate","en:desserts,en:frozen-foods,en:frozen-desserts,en:ice-creams-and-sorbets,en:ice-creams",United States,"Milkfat and nonfat milk, sugar, corn syrup, cocoa (processed with alkali), whey, contains less than 2% of mono-and diglycerides, cellulose gum, guar gum, carrageenan.","en:e407,en:e412,en:e466,en:e471"
"Ice cream, neapolitan","en:desserts,en:frozen-foods,en:frozen-desserts",United States,"Milkfat and nonfat milk, sugar, corn syrup, high fructose corn syrup, sweetcream buttermilk, whey, contains less than 2% of: strawberries, cocoa processed with alkali, guar gum, mono - and diglycerides, xanthan gum, polysorbate 80, cellulose gum, locust bean gum, carrageenan, natural flavors, citric acid, red 40, annatto (color).","en:e129,en:e160b,en:e330,en:e407,en:e410,en:e412,en:e415,en:e433,en:e466,en:e471"
"Ice cream, strawberry","en:desserts,en:frozen-foods,en:frozen-desserts,en:ice-creams-and-sorbets,en:ice-creams",United States,"Milkfat and nonfat milk, strawberries (strawberries, water, corn syrup, cornstarch-modified, sugar, natural flavors, citric acid, xanthan gum, carrageenan, red 40), sugar, corn syrup, high fructose corn syrup, sweetcream buttermilk, whey, strawberry puree, contains less than 2% of: guar gum, mono - and diglycerides, xanthan gum, polysorbate 80, cellulose gum, carrageenan, locust bean gum, natural flavor, strawberry seeds, red 40, annatto (color).","en:e129,en:e160b,en:e330,en:e407,en:e410,en:e412,en:e415,en:e433,en:e466,en:e471"
"Ice cream, chocolate chip","en:desserts,en:frozen-foods,en:frozen-desserts",United States,"Milkfat and nonfat milk, sugar, corn syrup, chocolate chips (sugar, chocolate liquor, cocoa butter, soy lecithin [emulsifier]), whey, mono-and diglycerides, cellulose gum, guar gum, carrageenan, natural flavor, artificial flavor, annatto (color).","en:e160b,en:e322,en:e322i,en:e407,en:e412,en:e466,en:e471"
"Ice cream, butter pecan","en:desserts,en:frozen-foods,en:frozen-desserts,en:ice-creams-and-sorbets,en:ice-creams",United States,"Milkfat and nonfat milk, sugar, corn syrup, pecans (pecans, cottonseed oil, butter, salt), whey, contains less than 2% of natural and artificial flavors, mono - and diglycerides, cellulose gum, guar gum, carrageenan, caramel color, annatto (color).","en:e150c,en:e160b,en:e407,en:e412,en:e466,en:e471"
"Ice cream, mint chocolate chip","en:desserts,en:frozen-foods,en:frozen-desserts,en:ice-creams-and-sorbets,en:ice-creams",United States,"Milkfat and nonfat milk, sugar, corn syrup, chocolate flavored flakes (sugar, hydrogenated coconut oil, cocoa, cocoa processed with alkali, coconut oil, soy lecithin, salt, vanilla extract), high fructose corn syrup, sweetcream buttermilk, whey, contains less than 2% of: guar gum, mono-and diglycerides, xanthan gum, polysorbate 80, cellulose gum, carrageenan, natural flavor, yellow 5, blue 1.","en:e102,en:e133,en:e322,en:e322i,en:e407,en:e412,en:e415,en:e433,en:e466,en:e471"
"Ice cream, cherry vanilla","en:desserts,en:frozen-foods,en:frozen-desserts,en:ice-creams-and-sorbets,en:ice-creams",United States,"Milkfat and nonfat milk, sugar, cherries (cherries, water, corn syrup, high fructose corn syrup,sugar,citric acid, carrageenan, sodium benzoate and potassium sorbate [preservatives], natural flavors, red 40), corn syrup, contains less than 2% of: whey, natural flavor, mono - and diglycerides, cellulose gum, guar gum, carrageenan.","en:e129,en:e202,en:e211,en:e330,en:e407,en:e412,en:e466,en:e471"
"Ice cream, spumoni","en:desserts,en:frozen-foods,en:frozen-desserts",United States,"Milkfat and nonfat milk, sugar, corn syrup, fruit (sugar, pineapple, apples [sulfites], cranberries, raisins, high fructose corn syrup, black cherries, grapes, peaches, malic acid, locust bean gum, natural flavor, sodium bicarbonate, red 40), high fructose corn syrup, sweetcream buttermilk, whey, contains less than 2% of: cocoa (processed with alkali), almonds, (cottonseed oil, butter salt), natural and artificial flavors, guar gum, mono-and diglycerides, xanthan gum, polysorbate 80, cellulose gum, carrageenan, red 40, annatto (color), turmeric (color), blue 1.","en:e129,en:e133,en:e160b,en:e296,en:e407,en:e410,en:e412,en:e415,en:e433,en:e466,en:e471,en:e500,en:e500ii"
"Ice cream, cookies and cream","en:desserts,en:frozen-foods,en:frozen-desserts",United States,"Milkfat and nonfat milk, cookies (enriched flour [wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid], sugar, vegetable oil [soybean, palm and palm kernel oil], dextrose, degerminated yellow corn flour, cocoa processed with alkali, invert sugar, contains 2% or less of: chocolate, leavening [baking soda, monocalcium phosphate], salt, cornstarch, natural flavor, soy lecithin, whey), sugar, corn syrup, high fructose corn syrup, sweet cream buttermilk, whey, contains less than 2% of: cornstarch-modified, guar gum, mono - and diglycerides, natural and artificial flavors, xanthan gum, polysorbate 80, cellulose gum, carrageenan, caramel color, annatto (color).","en:e150c,en:e160b,en:e322,en:e322i,en:e341,en:e341i,en:e407,en:e412,en:e415,en:e433,en:e466,en:e471,en:e500,en:e500ii"
"Chocolate ice cream, peanut butter swirl","en:desserts,en:frozen-foods,en:frozen-desserts,en:ice-creams-and-sorbets,en:ice-creams",United States,"Milkfat and nonfat milk, peanut butter syrup (peanut butter, soybean oil, sugar, salt), sugar, corn syrup, high fructose corn syrup, cocoa (processed with alkali), sweetcream buttermilk, whey contains less than 2% of: guar gum, mono - and diglycerides, xanthan gum, polysorbate 80, cellulose gum, carrageenan.","en:e407,en:e412,en:e415,en:e433,en:e466,en:e471"
"Ice cream, french vanilla","en:desserts,en:frozen-foods,en:frozen-desserts,en:ice-creams-and-sorbets,en:ice-creams",United States,"Milkfat and nonfat milk, sugar, corn syrup, whey, egg yolks, natural and artificial flavor, mono - and diglycerides, cellulose gum, guar gum, carrageenan, annatto and turmeric (color).","en:e407,en:e412,en:e466,en:e471"
"Ice cream, rocky road","en:desserts,en:frozen-foods,en:frozen-desserts,en:ice-creams-and-sorbets,en:ice-creams",United States,"Milkfat and nonfat milk, sugar, corn syrup, almonds (almonds, cottonseed oil, butter, salt), cocoa (processed with alkali), marshmallows (corn syrup, sugar), cornstarch-modified, gelatin), whey. contains less than 2% of mono-and diglycerides, cellulose gum, guar gum, carrageenan.","en:e407,en:e412,en:e428,en:e466,en:e471"
"Ice cream, moose tracks","en:desserts,en:frozen-foods,en:frozen-desserts",United States,"Milkfat and nonfat milk, chocolate fudge (powdered sugar [sugar, cornstarch, vegetable oil [peanut and/or cottonseed and/or palm oil], cocoa [processed with alkali], whey, soy lecithin, salt, natural flavor), sugar, corn syrup, peanut butter cups (sugar, peanut butter cups (sugar, peanut butter [peanut, salt], coconut oil, nonfat milk, cocoa processed with alkali, soy lecithin, natural flavors), high fructose corn syrup, sweetcream buttermilk, whey, contains less than 2% of: natural flavor, guar gum, mono - and diglycerides, xanthan gum, polysorbate 80, cellulose gum, carrageenan, annatto (color).","en:e160b,en:e322,en:e322i,en:e407,en:e412,en:e415,en:e433,en:e466,en:e471"
"Ice cream, dulce de leche","en:desserts,en:frozen-foods,en:frozen-desserts",United States,"Milkfat and nonfat milk, corn syrup, caramel syrup (corn syrup, high fructose corn syrup, sugar, water, butter, buttermilk powder, nonfat milk, pectin, mono-and diglycerides, salt, potassium sorbate [preservative], sodium bicarbonate, xanthan gum, sodium citrate), sugar, high fructose corn syrup, sweetened condensed whole milk (milk, sugar), sweet cream buttermilk, whey, contains less than 2% of: guar gum, mono-and diglycerides, xanthan gum polysorbate 80, cellulose gum, carrageenan, natural flavor, disodium phosphate, salt.","en:e202,en:e331,en:e339ii,en:e407,en:e412,en:e415,en:e433,en:e440,en:e466,en:e471,en:e500,en:e500ii"
"Ice cream, chocolate fudge","en:desserts,en:frozen-foods,en:frozen-desserts,en:ice-creams-and-sorbets,en:ice-creams",United States,"Milkfat and nonfat milk, chocolate fudge syrup (corn syrup, high fructose corn syrup, buttermilk, sugar, skim milk, chocolate liquor, whey butter, cocoa [processed with alkali], pectin, mono - and diglycerides, salt, potassium sorbate [preservative], soy lecithin, xanthan gum, natural flavor], sugar, corn syrup, chocolate flavored flakes (sugar, hydrogenated coconut oil, cocoa, cocoa [processed with alkali], coconut oil, soy lecithin, salt, vanilla extract), high fructose corn syrup, cocoa (processed with alkali), sweetcream buttermilk, contains less than 2% of: whey, guar gum, mono - and diglycerides, xanthan gum, polysorbate 80, cellulose gum, carrageenan.","en:e202,en:e322,en:e322i,en:e407,en:e412,en:e415,en:e433,en:e440,en:e466,en:e471"
"Ice cream, denali chocolate moose tracks","en:desserts,en:frozen-foods,en:frozen-desserts",United States,"Milkfat and nonfat milk, chocolate fudge (powdered sugar [sugar, cornstarch], vegetable oil [peanut and/or cottonseed and/or palm oil], cocoa [processed with alkali], whey, soy lecithin, salt, natural flavor), sugar, corn syrup, peanut butter cups (sugar, peanut butter [peanuts, salt], coconut oil, nonfat milk, cocoa processed with alkali, soy lecithin, natural flavors), high fructose corn syrup, cocoa (processed with alkali), sweetcream buttermilk, whey, contains less than 2% of: guar gum, mono-and diglycerides, xanthan gum, polysorbate 80, cellulose gum, carrageenan.","en:e322,en:e322i,en:e407,en:e412,en:e415,en:e433,en:e466,en:e471"
"Frozen yogurt, vanilla","en:desserts,en:frozen-foods,en:frozen-desserts,en:frozen-yogurts",United States,"Nonfat milk, sugar, corn syrup, cream*, contains 2% or less of: mono - and diglycerides*, microcrystalline cellulose, cellulose gum, guar gum, polysorbate 80*, carrageenan, natural flavor, lactic acid, acetic acid, annatto extract (color), cultures.","en:e260,en:e270,en:e407,en:e412,en:e433,en:e460,en:e460i,en:e466,en:e471"
"Sherbet, orange","en:desserts,en:frozen-foods,en:frozen-desserts",United States,"Water, sugar, corn syrup, nonfat milk, cream, contains less than 2% of: whey, citric acid, concentrated orange juice, guar gum, mono - and diglycerides, locust bean gum, natural flavors, calcium sulfate, polysorbate 80, yellow 6.","en:e110,en:e330,en:e410,en:e412,en:e433,en:e471"
"Sherbet, rainbow","en:desserts,en:frozen-foods,en:frozen-desserts",United States,"Water, sugar, corn syrup, nonfat milk, cream, contains less than 2% of: whey, citric acid, orange juice concentrate raspberry juice concentrate, raspberry puree, lime juice concentrate, guar gum, mono - and diglycerides, locust bean gum, natural flavors, calcium sulfate, polysorbate 80, yellow 6, yellow 5, blue 1, red 40.","en:e102,en:e110,en:e129,en:e133,en:e330,en:e410,en:e412,en:e433,en:e471"
"Sherbet, lime","en:desserts,en:frozen-foods,en:frozen-desserts",United States,"Water, sugar, corn syrup, nonfat milk, cream, contains less than 2% of: whey, guar gum, mono-and diglycerides, locust bean gum, calcium sulfate, polysorbate 80, citric acid, lime juice concentrate, natural flavors, yellow 5, blue 1.","en:e102,en:e133,en:e330,en:e410,en:e412,en:e433,en:e471"
"Sherbet, raspberry","en:desserts,en:frozen-foods,en:frozen-desserts",United States,"Water, sugar, corn syrup, nonfat milk, cream, contains less than 2% of: raspberry juice concentrate, raspberry puree, citric acid, natural flavor, whey, guar gum, mono - and diglycerides, locust bean gum, calcium sulfate, polysorbate 80, red 40, blue 1.","en:e129,en:e133,en:e330,en:e410,en:e412,en:e433,en:e471"
"Sherbet, pineapple","en:desserts,en:frozen-foods,en:frozen-desserts",United States,"Water, sugar, corn syrup, nonfat milk, pineapple, cream, pineapple juice, contains less than 2% of: citric acid, whey, guar gum, mono - and diglycerides, locust bean gum, calcium sulfate, ascorbic acid, polysorbate 80, natural flavor.","en:e330,en:e410,en:e412,en:e433,en:e471"
"Reduced fat ice cream, vanilla","en:desserts,en:frozen-foods,en:frozen-desserts",United States,"Milkfat and nonfat milk, maltodextrin, lactitol, cellulose gel, mono - and diglycerides, cellulose gum, sucralose, carrageenan, natural and artificial flavor, annatto (color), vitamin a palmitate.","en:e160b,en:e407,en:e466,en:e471,en:e955,en:e966"
"Reduced fat ice cream, butter pecan","en:desserts,en:frozen-foods,en:frozen-desserts",United States,"Milkfat and nonfat milk, maltodextrin, pecans (pecans, cottonseed oil, salt, butter), lactitol, contains less than 2% of natural flavors, cellulose gel, mono and diglycerides, cellulose gum, sucralose, carrageenan, caramel color, molasses, vitamin a palmitate.","en:e150c,en:e407,en:e466,en:e471,en:e955,en:e966"
"Reduced fat ice cream, denali original"" moose tracks""","en:desserts,en:frozen-foods,en:frozen-desserts",United States,"Milkfat and nonfat milk, maltodextrin, fudge (vegetable oil [peanut and/or cottonseed and/or palm], cocoa [processed with alkali], maltodextrin, maltitol, sorbitol, cocoa, whey, salt, soy lecithin, natural flavors, sucralose, acesulfame potassium), peanut butter cups [coconut oil, peanut butter (peanuts, salt), maltitol, lactitol, cocoa processed with alkali, soy lecithin (an emulsifier), natural flavors], less than 2% of: lactitol, cellulose gel, mono - and diglycerides, cellulose gum, sucralose, carrageenan, natural flavor, vitamin a palmitate.","en:e322,en:e322i,en:e407,en:e420,en:e466,en:e471,en:e950,en:e955,en:e965,en:e966"
"Ice cream, triple vanilla","en:desserts,en:frozen-foods,en:frozen-desserts,en:ice-creams-and-sorbets,en:ice-creams",United States,"Milkfat and nonfat milk, sugar, corn syrup, whey, contains less than 2% of: vanilla extract, ground vanilla bean, mono and diglycerides, cellulose gum, guar gum, carrageenan, annatto (color).","en:e160b,en:e407,en:e412,en:e466,en:e471"
Restaurant style breaded mozzarella sticks,en:frozen-foods,United States,"Mozzarella cheese (pasteurized part skim milk, cheese cultures, salt, enzymes), bleached wheat flour, vegetable oil (soybean and / or canola oil), cornstarch, modified cornstarch, salt, dextrose, whey, water, soybean oil, leavening (sodium bicarbonate, sodium acid pyrophosphate, monocalcium phosphate), spices, nonfat dry milk, dried parsley, dried yeast, sodium alginate, dried garlic, dried onion, dried egg whites, paprika extract (color), annatto extract (color).","en:e160c,en:e341,en:e341i,en:e401,en:e450,en:e450i,en:e500,en:e500ii"
