product_name,categories_tags,countries_en,ingredients_text,additives_tags
Denali Extreme Moose Tracks Ice Cream,"en:desserts,en:frozen-foods,en:frozen-desserts,en:ice-creams-and-sorbets,en:ice-creams,en:ice-cream-tubs",United States,"Ice cream - milk, cream, sugar, corn syrup, coca-processed with alkali, whey protein concentrate, propylene glycol monoesters, guar gum, cellulose gel, mono - and diglycerides, locust bean gum, cellulose gum, carrageenan. chocolate swirl - powdered sugar (sugar, corn starch), vegetable oil (peanut and/or cottonseed and/or palm oil, cocoa processed with alkali, whey, soy lecithin, salt, natural flavor. fudge cups - sugar, coconut oil, cocoa processed with alkali, peanut oil, nonfat milk, whole milk, whey salt, soy lecithin, natural flavors.","en:e322,en:e322i,en:e407,en:e410,en:e412,en:e466,en:e471"
Southern butter pecan ice cream,"en:desserts,en:frozen-foods,en:frozen-desserts",United States,"Ice cream - milk, cream, sugar, corn syrup, whey protein concentrate, butter (cream, salt), molasses, natural flavor, propylene glycol monoesters, guar gum, cellulose gel, mono - and diglycerides, locust bean gum, cellulose gum, carrageenan, salt, soy lecithin, citric acid, annatto (for color). pecans - pecans, cottonseed oil, butter (cream, salt), salt.","en:e160b,en:e322,en:e322i,en:e330,en:e407,en:e410,en:e412,en:e466,en:e471"
Ice Cream,"en:desserts,en:frozen-foods,en:frozen-desserts",United States,"Milk, cream, sugar, corn syrup, cocoa processed with alkali, whey protein concentrate, propylene glycol monoesters, guar gum, cellulose gel, mon - and diglycerides, locust bean gum, cellulose gum, carrageenan.","en:e407,en:e410,en:e412,en:e466"
Semi-Sweet Chocolate Chip Ice Cream,"en:desserts,en:frozen-foods,en:frozen-desserts",United States,"Ice cream - milk, cream, sugar, corn syrup, whey protein concentrate, propylene glycol monoesters, natural and artificial flavor, guar gum, cellulose gel, mono - and diglycerides, locust bean gum, cellulose gum, carrageenan. chocolate chip - semi-sweet chocolate (sugar, chocolate liquor processed with alkali, cocoa butter, milk fat, soy lecithin, natural and artificial flavors), partially hydrogenated soybean oil.","en:e322,en:e322i,en:e407,en:e410,en:e412,en:e466,en:e471"
Amaretto cherry cordial ice cream,"en:desserts,en:frozen-foods,en:frozen-desserts",United States,"Ice cream - milk, cream, sugar, corn syrup, whey protein concentrate, natural and artificial flavors, propylene glycol monoesters, guar gum, cellulose gel, mono - and diglycerides, locust bean gum, cellulose gum, carrageenan, red 40. cherries - cherries, water, corn syrup, sugar, citric acid, locust bean gum, carrageenan, natural flavor, red 40. chocolate chips - chocolate (sugar, chocolate liquor processed with alkali, cocoa butter, butterfat, soy lecithin, natural and artificial flavor), partially hydrogenated soy bean oil.","en:e129,en:e322,en:e322i,en:e330,en:e407,en:e410,en:e412,en:e466,en:e471"
Ice cream,"en:desserts,en:frozen-foods,en:frozen-desserts",United States,"Ice cream - milk, cream, sugar, corn syrup, whey protein concentrate, brown sugar, molasses, natural flavor, propylene glycol monoesters, guar gum, cellulose gel, mono - and diglycerides, locust bean gum, cellulose gum, carrageenan, salt. cookie dough - unbleached flour, sugar, butter (cream, salt), brown sugar, pasteurized eggs, invert sugar, salt, sodium bicarbonate, natural flavors. chocolate chips - chocolate (sugar, chocolate liquor processed with alkali, cocoa butter, butterfat, soy lecithin, natural and artificial flavor, partially hydrogenated soybean oil.","en:e322,en:e322i,en:e407,en:e410,en:e412,en:e466,en:e471,en:e500,en:e500ii"
Black raspberry dark chocolate chunk ice cream,"en:desserts,en:frozen-foods,en:frozen-desserts",United States,"Ice cream - milk, cream, sugar, corn syrup, raspberry puree, raspberry juice concentrate, whey protein concentrate, propylene glycol monoesters, guar gum, cellulose gel, mono - and diglycerides, locust bean gum, cellulose gum, red 40, blue 1, natural flavor, citric acid, carrageenan,. chocolate chunk - sugar, soybean oil, coconut oil, cocoa processed with alkali, cocoa, natural flavor, soy lecithin.","en:e129,en:e133,en:e322,en:e322i,en:e330,en:e407,en:e410,en:e412,en:e466,en:e471"
"Private selection, ice cream, denali caramel caribou","en:desserts,en:frozen-foods,en:frozen-desserts",United States,"Ice cream - milk, cream, sugar corn syrup, whey protein concentrate, natural and artificial flavors, propylene glycol monoesters, guar gum, cellulose gel, mono - and diglycerides, locust bean gum, cellulose gum, carrageenan. caramel swirl - high fructose corn syrup, sweetened condensed skim milk (condensed skim milk, sugar), water, butter (cream, salt), modified corn starch, sugar, salt, artificial flavors, disodium phosphate, carrageenan. candy - sugar, coconut oil, corn syrup sweetened condensed milk (milk, sugar), nonfat milk, whole milk, cocoa processed with alkali, heavy cream, butter (cream, salt) palm kernel oil, soy lecithin (an emulsifier), natural and artificial flavors, salt.","en:e322,en:e322i,en:e339ii,en:e407,en:e410,en:e412,en:e466,en:e471"
"Kroger, deluxe ice cream, s'mores","en:desserts,en:frozen-foods,en:frozen-desserts",United States,"Ice cream - milk, cream, corn syrup, sugar, high fructose corn syrup, whey, buttermilk, cellulose gel, guar gum, cellulose gum, natural and artificial flavors, mono and diglycerides, locust bean gum, polysorbate 80, carrageenan. graham cookies - sugar, enriched flour (wheat flour, niacin, reduced iron, thiamin mononitrate, riboflavin, folic acid), soybean and/or cottonseed oil, sugar, whole wheat flour, honey, molasses, corn syrup, high fructose corn syrup, calcium carbonate, sodium bicarbonate, sodium acid pyrophosphate, monocalcium phosphate, salt, artificial flavor, soy lecithin, butter (cream, salt). chocolate chunks - sugar, partially hydrogenated vegetable oils (coconut, cottonseed, palm), cocoa processed with alkali, soy lecithin, salt.","en:e322,en:e322i,en:e341,en:e341i,en:e407,en:e410,en:e412,en:e433,en:e450,en:e450i,en:e466,en:e471"
"Kroger, deluxe ice cream, chocolate butter toffee","en:desserts,en:frozen-foods,en:frozen-desserts",United States,"Ice cream - milk and skim milk, cream, sugar, corn syrup, high fructose corn syrup, whey, buttermilk, brown sugar, cellulose gel, guar gum, cellulose gum, mono - and diglycerides, locust bean gum, polysorbate 80, butter (cream, salt), modified corn starch, carrageenan, turmeric extract (color), caramel color, xanthan gum, citric acid, sodium bicarbonate, soy lecithin, and yellow 6. chocolate butter toffee - sugar, coconut oil, butter (cream, salt, corn syrup, peanut oil, brown sugar, cocoa processed with alkali, salt, natural flavor (milk), almonds, and soy lecithin. caramel fudge variegate - corn syrup, water, high fructose corn syrup, sugar, butter (cream, salt), buttermilk powder, skim milk powder, pectin, mono - and diglycerides, salt sodium bicarbonate, sodium citrate, and xanthan gum.","en:e100,en:e110,en:e150c,en:e322,en:e322i,en:e330,en:e331,en:e407,en:e410,en:e412,en:e415,en:e433,en:e440,en:e466,en:e471,en:e500,en:e500ii"
Ice cream,"en:desserts,en:frozen-foods,en:frozen-desserts",United States,"Ice cream - milk, cream, sugar, corn syrup, ricotta cheese (whole milk, cream, skim milk, vinegar, salt, xanthan gum, locust bean gum, guar gum), sugared egg yolks (eggs, sugar), modified corn starch, natural flavor, whey protein concentrate, propylene glycol monoesters, guar gum, cellulose gel, mono - and diglycerides, locust bean gum, citric acid, cellulose gum, xanthan gum, salt, carrageenan. cannoli pieces - vegetable oil (coconut, palm, soybean), wheat flour, sugar, eggs, salt, natural flavor. espresso flakes - sugar, coconut oil, cocoa butter, buttermilk powder, coffee, natural flavor, soy lecithin.","en:e322,en:e322i,en:e330,en:e407,en:e410,en:e412,en:e415,en:e466,en:e471"
"Private selection, english toffee caramel ice cream","en:desserts,en:frozen-foods,en:frozen-desserts",United States,"Ice cream - milk, cream, sugar, corn syrup, natural flavor, whey protein concentrate, propylene glycol monoesters, guar gum, cellulose gel, mono - and diglycerides, locust bean gum, cellulose gum, caramel color, carrageenan. caramel swirl - corn syrup, high fructose corn syrup, sugar, buttermilk, butter (cream, salt), skim milk, pectin, salt, sodium bicarbonate, soy lecithin, sodium citrate, xanthan gum. english toffee chunks - sugar, butter (cream, salt), milk, corn syrup, cocoa butter, chocolate liquor, almonds, soy lecithin, natural flavor, salt.","en:e150c,en:e322,en:e322i,en:e331,en:e407,en:e410,en:e412,en:e415,en:e440,en:e466,en:e471,en:e500,en:e500ii"
Deluxe artisan vanilla bean ice cream,"en:desserts,en:frozen-foods,en:frozen-desserts",United States,"Milk, cream, sugar syrup, corn syrup, high fructose corn syrup, high fructose corn syrup, whey, skim milk, natural and artificial flavors, cellulose gel, guar gum, cellulose gum, mono - and diglycerides, locust bean gum, polysorbate 80, ground vanilla bean, carrageenan.","en:e407,en:e410,en:e412,en:e433,en:e466,en:e471"
"Kroger, deluxe ice cream, chocolate chip","en:desserts,en:frozen-foods,en:frozen-desserts",United States,"Ice cream - milk, cream, sugar syrup, corn syrup, high fructose corn syrup, whey, buttermilk, natural and artificial flavors, cellulose gel, guar gum, cellulose gum, mono - & diglycerides, locust bean gum, polysorbate 80, carrageenan, annatto (for color), chocolate flavored chips - sugar, coconut oil, cocoa processed with alkali, partially hydrogenated coconut oil, cocoa, salt, soy lecithin, natural flavor.","en:e160b,en:e322,en:e322i,en:e407,en:e410,en:e412,en:e433,en:e466,en:e471"
Deluxe death by chocolate ice cream,"en:desserts,en:frozen-foods,en:frozen-desserts",United States,"Chocolate ice cream - milk, cream, sugar syrup, corn syrup, buttermilk, whey, cocoa processed with alkali, salt, guar gum, mono - and diglycerides, locust bean gum, polysorbate 80, carrageenan. candy blend - sugar, roasted almonds (almonds, partially hydrogenated soybean and/or safflower oil and/or almond oil and/or canola oil, salt) coconut oil, cocoa processed with alkali, chocolate liquor, water, cocoa, butter, milk solids, natural cocoa butter (cream, salt), non fat dry milk, butter oil, powdered sugar (sugar, corn starch), soy lecithin (emlusifier), corn starch, natural flavor.","en:e322,en:e322i,en:e407,en:e410,en:e412,en:e433,en:e471"
"Kroger, deluxe ice cream, rocky road","en:desserts,en:frozen-foods,en:frozen-desserts",United States,"Milk, cream, sugar, corn syrup, roasted almonds (almonds, canola oil, butter [cream, salt],salt), cocoa processed with alkali, buttermilk, whey, high fructose corn syrup, dextrose, cellulose gel, guar gum, cellulose gum, mono and diglycerides, modified potato starch, locust bean gum, gum arabic, pectin, polysorbate 80, sodium citrate, citric acid, natural flavors, xanthan gum, carrageenan.","en:e330,en:e331,en:e407,en:e410,en:e412,en:e414,en:e415,en:e433,en:e440,en:e466,en:e471"
Deluxe ice cream,"en:desserts,en:frozen-foods,en:frozen-desserts",United States,"Ice cream - milk, sugar, corn syrup, cream, high fructose corn syrup, peanuts, whey, buttermilk, soybean oil, cellulose gel, mono - and diglycerides, guar gum, cellulose gum, locust bean gum, salt, natural flavors, polysorbate 80, carrageenan. peanut butter bark - peanut butter coating (sugar, palm kernel oil, partially defatted peanut flour, nonfat dry milk solids, peanut oil, salt, and soy lecithin [emulsifier]), unenriched wheat flour, sugar, butter (cream, salt), brown sugar, water, baking powder (sodium acid phyrophosphate, sodium bicarbonate, corn starch, monocalcium phosphate), baking soda, salt. peanut butter cookie variegate - powdered sugar (sugar, cornstarch), cookie crumb (enriched flour [wheat flour, niacin, reduced iron, thiamine, mononitrate, riboflavin, folic acid], sugar, butter [cream, salt], palm and palm kernel oil, skim milk powder, salt, sodium bicarbonate), peanut butter (peanuts, sugar, peanut oil, and salt), soybean oil, salt and cocoa.","en:e322,en:e322i,en:e341,en:e341i,en:e407,en:e410,en:e412,en:e433,en:e466,en:e471,en:e500,en:e500ii"
Deluxe frozen yogurt,"en:desserts,en:frozen-foods,en:frozen-desserts",United States,"Cultured pasteurized milk and skim milk, sugar, pineapple, corn syrup, high fructose corn syrup, buttermilk, whey, coconut, cellulose gel, mono - and diglycerides, guar gum, locust bean gum, polysorbate 80, modified cornstarch, citric acid, natural flavoring, cellulose gum, carrageenan, turmeric (for color), spice.","en:e330,en:e407,en:e410,en:e412,en:e433,en:e466,en:e471"
Frozen yogurt,"en:desserts,en:frozen-foods,en:frozen-desserts",United States,"Cultured pasteurized milk and skim milk, sugar, corn syrup, high fructose corn syrup, buttermilk, almonds, butter (cream, salt), whey, cellulose gel, mono - and diglycerides, guar gum, natural and artificial flavoring, locust bean gum, polysorbate 80, cellulose gum, carrageenan, pectin, salt, sodium bicarbonate, soy lecithin (emulsifier), annatto (for color), sodium citrate, xanthan gum.","en:e160b,en:e322,en:e322i,en:e331,en:e407,en:e410,en:e412,en:e415,en:e433,en:e440,en:e466,en:e471,en:e500,en:e500ii"
Ice pops,"en:desserts,en:frozen-foods,en:frozen-desserts",United States,"Water, sugar syrup, high fructose corn syrup, citric acid acid, phosphoric acid. propylene glycol, natural and artificial flavors, guar gum, locust bean gum, red 40, yellow 5 and 6, xanthan gum, caramel color, salt.","en:e129,en:e150c,en:e1520,en:e338,en:e410,en:e412,en:e415"
Party pail ice cream,"en:desserts,en:frozen-foods,en:frozen-desserts",United States,"Ice cream: milk, cream, corn syrup, sugar, high fructose corn syrup, whey, buttermilk, natural and artificial flavors, cellulose gel, guar gum, cellulose gum, mono-and diglycerides, locust bean gum, polysorbate 80, carrageenan, annatto (for color), caramel color. chocolate flavored chips: sugar, coconut oil, cocoa processed with alkali, partially hydrogenated coconut oil, cocoa, salt, soy lecithin, natural flavor.","en:e150c,en:e160b,en:e322,en:e322i,en:e407,en:e410,en:e412,en:e433,en:e466,en:e471"
"Kroger, party pail ice cream, chocolate","en:desserts,en:frozen-foods,en:frozen-desserts",United States,"Milk, cream, sugar, corn syrup, high fructose corn syrup, cocoa processed with alkali, whey, buttermilk, cellulose gel, guar gum, cellulose gum, mono - and diglycerides, locust bean gum, polysorbate 80, carrageenan, peanuts, egg yolk, yellow 5 and 6.","en:e407,en:e410,en:e412,en:e433,en:e466,en:e471"
Neapolitan frozen dairy dessert,"en:desserts,en:frozen-foods,en:frozen-desserts",United States,"Vanilla - milk, sugar, corn syrup, cream, high fructose corn syrup, nonfat milk, whey, maltodextrin, whey protein concentrate, artificial flavor, annatto (for color), cellulose gel, cellulose gum, propylene glycol monoesters, mono - & diglycerides, guar gum, hydroxypropyl methylcellulose (modified cellulose), carrageenan. strawberry - milk, sugar, corn syrup, cream, high fructose corn syrup, strawberries, nonfat milk, whey, maltodextrin, whey protein concentrate, natural and artificial flavor, annatto (for color), cellulose gel, cellulose gum, propylene glycol monoesters, mono - & diglycerides, guar gum, citric acid, xanthan gum, hydroxypropyl methylcellulose (modified cellulose), carrageenan, red 3, red 40, blue 1, yellow 6. chocolate - milk, sugar, corn syrup, cream, high fructose corn syrup, whey, cocoa processed with alkali, whey protein concentrate, nonfat dry milk, cellulose gel, cellulose gum, propylene glycol monoesters, mono - & diglycerides, guar gum, hydroxypropyl methylcellulose (modified cellulose), carrageenan.","en:e110,en:e127,en:e129,en:e133,en:e160b,en:e330,en:e407,en:e412,en:e415,en:e460,en:e464,en:e466,en:e471"
"Psst..., Fudge Swirl","en:desserts,en:frozen-foods,en:frozen-desserts",United States,"Dairy dessert - milk, sugar, corn syrup, cream, high fructose corn syrup, nonfat dry milk, whey, maltodextrin, whey protein concentrate, artificial flavor, annatto (for color), cellulose gel, cellulose gum, propylene glycol monoesters, mono - & diglycerides, guar gum, hydroxypropyl methylcellulose (modified cellulose), carrageenan. fudge swirl - high fructose corn syrup, corn syrup, buttermilk, cocoa processed with alkali, modified corn starch, salt, cellulose gum, pectin, sugar.","en:e160b,en:e407,en:e412,en:e440,en:e460,en:e464,en:e466,en:e471"
Ice cream sandwiches,"en:desserts,en:frozen-foods,en:frozen-desserts,en:ice-creams-and-sorbets,en:ice-creams,en:ice-cream-sandwiches",United States,"Ice cream: milk, cream, corn syrup, sugar, whey, buttermilk, maltodextrin, natural flavor, cellulose gel, mono - and diglycerides, guar gum, locust bean gum, cellulose gum, polysorbate 80, carrageenan, sucralose, yellow 5, blue 1, wafers: bleached wheat flour, sugar, caramel color, dextrose, palm oil, corn flour, cocoa, high fructose corn syrup, baking soda, modified corn starch, salt, mono - and diglycerides, soy lecithin, chocolate chips: sugar, unsweetened chocolate, cocoa butter, soy lecithin, vanilla extract.","en:e102,en:e133,en:e150c,en:e322,en:e322i,en:e407,en:e410,en:e412,en:e433,en:e466,en:e471,en:e500,en:e500ii,en:e955"
Coffee Ice Cream,"en:desserts,en:frozen-foods,en:frozen-desserts",United States,"Milk, cream, sugar, corn syrup, coffee concentrate, whey protein concentrate, propylene glycol monoesters, guar gum, cellulose gel, natural flavor, mono and diglycerides, locust bean gum, cellulose gum, carrageenan.","en:e407,en:e410,en:e412,en:e466,en:e471"
Matcha green tea ice cream,"en:desserts,en:frozen-foods,en:frozen-desserts",United States,"Milk, cream, sugar, corn syrup, skim milk, whey protein concentrate, propylene glycol monoesters, corn starch, guar gum, cellulose gel, vegetable juice (color), natural flavor, mono and diglycerides, locust bean gum, cellulose gum, turmeric color, matcha green tea, carrageenan, citric acid.","en:e100,en:e330,en:e407,en:e410,en:e412,en:e466,en:e471"
Deluxe ice cream,"en:desserts,en:frozen-foods,en:frozen-desserts",United States,"Ice cream: milk, cream, sugar, corn syrup, high fructose corn syrup, skim milk, whey, buttermilk, pretzels (enriched wheat flour [wheat flour, reduced iron, thiamine mononitrate, riboflavin, folic acid], salt, corn syrup, vegetable oil [may contain one or more of the following: corn, canola, cottonseed, soybean], sodium bicarbonate, yeast), cellulose gel, guar gum, cellulose gum, mono - and diglycerides, locust bean gum, salt, natural and artificial flavor, polysorbate 80, carrageenan. chocolate covered pretzel: pretzel pieces (unbleached enriched wheat flour [flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid], malt, salt, soybean oil, yeast), sugar, coconut oil, nonfat milk, whole milk, cocoa processed with alkali, soy lecithin (emulsifier), natural flavors. thick pretzel fudge: confectioner's sugar, peanut oil, cocoa, pie crust crumbs (unbleached un-enriched wheat flour, sugar, palm oil, natural flavor, salt, sodium bicarbonate), cottonseed oil, non fat milk, cocoa processed with alkali, salt, natural and artificial flavor, soy lecithin.","en:e322,en:e322i,en:e407,en:e410,en:e412,en:e433,en:e466,en:e471"
Low cow lite ice cream,"en:desserts,en:frozen-foods,en:frozen-desserts",United States,"Skim milk, erythritol, chicory root fiber, milk protein isolate, cream, maltitol, whey protein concentrate, vegetable glycerin, water, corn starch, sugar, locust bean gum, guar gum, monk fruit extract, steviol glycosides, sea salt, natural flavor, vanilla bean seeds, vitamin a palmitate.","en:e410,en:e412,en:e422,en:e960,en:e965,en:e968"
Wildberry lavender mascarpone ice cream,"en:desserts,en:frozen-foods,en:frozen-desserts",United States,"Ice cream: milk, cream, sugar, corn syrup, whey protein concentrate, strawberries, raspberry puree, blueberries, natural flavor, food acids (phosphoric, citric, malic, and tartaric acids), propylene glycol monoesters, guar gum, cellulose gel, mono - and diglycerides, locust bean gum, cellulose gum, carrageenan, mascarpone lavender variegate: mascarpone cheese (pasteurized milk and cream, citric acid), cane sugar, water, invert syrup, cream, corn starch, natural flavors, white choco flake: confectioner sugar, coconut oil, nonfat dry milk powder, whole milk powder, soy lecithin, natural flavors.","en:e322,en:e322i,en:e330,en:e334,en:e407,en:e410,en:e412,en:e466,en:e471"
Brown butter bourbon truffle ice cream,"en:desserts,en:frozen-foods,en:frozen-desserts",United States,"Ice cream: milk, cream, sugar, corn syrup, whey protein concentrate, sweetened condensed skim milk (condensed skim milk, sugar), propylene glycol monoesters, guar gum, cellulose gel, mono - and diglycerides, locust bean gum, cellulose gum, carrageenan, natural flavors, caramel color, corn starch, sugar, salt, soy lecithin and molasses, sea salt caramel: corn syrup, water, sweetened condensed milk (condensed milk, sugar), sugar, sweetened condensed skim milk (condensed skim milk, sugar), modified corn starch, sea salt, sodium alginate, sodium bicarbonate, bourbon truffles: sugar, coconut oil, corn syrup, sweetened condensed whole milk (milk, sugar), nonfat milk, milk, cocoa processed with alkali, bourbon whiskey, heavy cream, butter (cream, salt), cocoa, soy lecithin (an emulsifier), salt, vanilla extract, natural flavors.","en:e150c,en:e322,en:e322i,en:e401,en:e407,en:e410,en:e412,en:e466,en:e471,en:e500,en:e500ii"
Low cow lite ice cream,"en:desserts,en:frozen-foods,en:frozen-desserts",United States,"Ice cream: milk, erythritol, chicory root fiber, whey protein concentrate, milk protein isolate, water, cellulose gel and cellulose gum, cream, monk fruit extract, steviol glycosides, sea salt, natural flavor, vitamin a palmitate, cookie dough pieces: wheat flour, cane sugar, butter (cream, salt), powdered cane sugar (cane sugar, corn starch), water, coconut oil, molasses, cocoa processed with alkali, invert sugar, cocoa, sodium bicarbonate, sunflower oil, sunflower lecithin, natural flavor, salt.","en:e322,en:e322i,en:e466,en:e500,en:e500ii,en:e960,en:e968"
Chocolate peanut butter low cow lite ice cream,"en:desserts,en:frozen-foods,en:frozen-desserts",United States,"Milk, erythritol, maltitol powder, roasted peanuts, peanut oil, chicory root fiber, whey protein concentrate, milk protein isolate, cocoa processed with alkali, chocolate liquor, cellulose gel and cellulose gum, water, cream, monk fruit extract, steviol glycosides, sea salt, citric acid, vitamin a palmitate.","en:e330,en:e466,en:e960,en:e968"
"Pina colada low cow lite ice cream, pina colada","en:desserts,en:frozen-foods,en:frozen-desserts",United States,"Milk, erythritol, chicory root fiber, whey protein concentrate, milk protein isolate, pineapple juice concentrate, powdered sugar, coconut oil, toasted coconut (desiccated coconut, sugar, dextrose, and salt), maltitol syrup, water, coconut, cellulose gel and cellulose gum, corn syrup, cream, monk fruit extract, steviol glycosides, natural flavor, sea salt, sunflower lecithin, and vitamin a palmitate.","en:e322,en:e322i,en:e466,en:e960,en:e965,en:e965ii,en:e968"
"Chocolate Chunk Deep Dish Cookie, Chocolate Chunk","en:desserts,en:frozen-foods,en:frozen-desserts",United States,"Enriched Flour (Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Brown Sugar (Sugar, Molasses), Semisweet Chocolate (Sugar, Unsweetened Chocolate, Cocoa Butter, Soy Lecithin, Vanilla Extract, Salt), Sugar, Vegetable Oil Shortening (Palm Oil, Canola Oil, Tbhq), Eggs, Butter (Pasteurized Cream, Salt), Whey, Contains Less Than 2% Of Water, Soybean Oil With Tbhq And Citric Acid (Antioxidants), Salt, Natural And Artificial Flavor.","en:e319,en:e322,en:e322i,en:e330"
Crunchy & Breaded Fish Sticks,"en:seafood,en:frozen-foods,en:frozen-seafood",United States,"Seafood Blend (Minced Fish Blend [Pollock, Whiting, Cod, Sole, Haddock, Water, Sodium Tripolyphosphate {To Retain Moisture}], Water, Soy Protein Concentrate, Enriched Wheat Flour [Flour, Niacin, Ferrous Sulfate, Thiamine Mononitrate, Riboflavin, Folic Acid], Seasoning [Salt, Hydrolyzed Corn Protein, Sugar, Onion Powder, Guar Gum, Spices, Natural Flavor]), Enriched Wheat Flour (Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Vegetable Oil (Canola, Cottonseed, And/Or Soybean), Modified Corn Starch, Enriched Wheat Flour (Flour, Niacin, Ferrous Sulfate, Thiamine Mononitrate, Riboflavin, Folic Acid), Contains Less Than 2% Of The Following: Water, Yeast, Nonfat Milk, Dextrose, Sugar, Whey, Salt, Leavening (Sodium Aluminum Phosphate, Sodium Bicarbonate).","en:e412,en:e452,en:e452vi,en:e500,en:e500ii,en:e541"
"Strawberry white chocolate mousse, strawberry","en:desserts,en:frozen-foods,en:frozen-desserts",United States,"Cream mixture (cream, skim milk, vegetable oils [palm and palm kernel], sugar, water, corn starch, mono - and diglycerides [emulsifier]), strawberry filling (strawberries, sugar, water, modified corn starch, citric acid, potassium sorbate), cookie crumbles (wheat flour, sugar, vegetable oils [palm and canola], diphosphates, sodium carbonates, salt, cinnamon), water, white chocolate (sugar, whole milk powder, cocoa butter, soy lecithin [emulsifier], natural vanilla flavor), sugar, beef gelatin, natural vanilla flavor, salt.","en:e202,en:e322,en:e322i,en:e330,en:e428,en:e450,en:e471"
"Chocolate chip edible cookie dough, chocolate chip","en:desserts,en:frozen-foods,en:frozen-desserts",United States,"Pasteurized wheat flour, brown sugar (sugar, molasses), butter (pasteurized cream [milk]), sugar, chocolate chips (sugar, chocolate liquor, cocoa butter, dextrose, soy lecithin, vanilla), water, vanilla extract (water, ethyl alcohol, vanilla bean extract), sea salt, xanthan gum.","en:e1510,en:e322,en:e322i,en:e415"
"Pumpkin Pie Ice Cream Sandwiches, Pumpkin Pie","en:desserts,en:frozen-foods,en:frozen-desserts",United States,"Ice Cream: Milk, Cream, Corn Syrup, Sugar, Whey, Buttermilk, Maltodextrin, Water, Pumpkin Puree, Dextrose, Modified Corn Starch, Cellulose Gel, Mono - And Diglycerides, Guar Gum, Cellulose Gum, Locust Bean Gum, Apple Juice Concentrate, Malted Barley Extract, Yellow 6, Red 40, Blue 1, Yellow 5, Caramel Color, Polysorbate 80, Natural And Artificial Flavor, Citric Acid, Salt, Molasses, Carrageenan, Sucralose, Wafers: Bleached Wheat Flour, Sugar, Palm Oil, High Fructose Corn Syrup. Contains 2% Or Less Of: Modified Corn Starch, Salt, Baking Soda, Natural Flavor, Soy Lecithin.","en:e102,en:e110,en:e129,en:e133,en:e150c,en:e322,en:e322i,en:e330,en:e407,en:e410,en:e412,en:e433,en:e466,en:e471,en:e500,en:e500ii,en:e955"
"Florentine + cheese & bacon mini quiche duo, florentine + cheese & bacon",en:frozen-foods,United States,"Pastry: enriched flour (wheat flour, amylase, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), palm, canola and soybean oil shortening, water, dextrose, salt, yeast, enzyme, sodium metabisulfite. florentine filling: milk, eggs, spinach, low-moisture part-skim mozzarella cheese (cultured milk, salt, calcium chloride, enzyme), feta cheese (milk, milk protein concentrate, salt, calcium chloride, enzyme, lactic acid, bacterial culture, cellulose), onion, modified corn starch, corn starch, whey protein concentrate, garlic, salt, flavor (yeast extract, salt, natural flavor). swiss cheese and bacon filling: milk, eggs, cooked bacon smoke flavor added (bacon [pork cured with water, salt, sugar, sodium phosphate, sodium erythorbate, sodium nitrite], smoke flavor), swiss cheese (milk and part skim milk, salt, bacterial culture, enzyme, calcium chloride), low-moisture part-skim mozzarella cheese (cultured milk, salt, calcium chloride, enzyme), onion, corn starch, modified corn starch, garlic, whey protein concentrate, salt, modified cellulose, spice.","en:e1100,en:e223,en:e250,en:e270,en:e316,en:e460"
"Breaded Chicken Nuggets Shaped Patties, Breaded Chicken Nuggets",en:frozen-foods,United States,"Chicken (Chicken, Mechanically Separated Chicken, Chicken Skin), Water, Bleached Wheat Flour, Textured Soy Protein Concentrate, Wheat Flour, Contains 2% Or Less Of: Modified Corn Starch, Salt, Yellow Corn Flour, Dextrose, Sodium Phosphates, Spices, Extractives Of Paprika And Turmeric, Natural Flavor, Maltodextrin, Leavening (Sodium Bicarbonate, Sodium Aluminum Phosphate), Spice Extractive, Extractives Of Paprika, Extractives Of Turmeric.","en:e500,en:e500ii,en:e541"
"Roasted Garlic & Parmesan Cauliflower, Roasted Garlic & Parmesan","en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:frozen-foods,en:frozen-plant-based-foods,en:frozen-vegetables",United States,"Cauliflower, Water, Butter, Parmesan Cheese (Pasteurized Milk, Cheese Culture, Salt, Enzymes), Extra Virgin Olive Oil, Less Than 1% Of: Monterey Jack Cheese (Pasteurized Milk, Cheese Culture, Salt, Enzymes), Dehydrated Garlic, Flaxseed Basil, Salt, Modified Corn Starch, Maltodextrin, Whey, Citric Acid, Xanthan Gum, Natural Flavor.","en:e330,en:e415"
"Deluxe churned, neapolitan light ice cream","en:desserts,en:frozen-foods,en:frozen-desserts",United States,"Milk, sugar, skim milk, cream, corn syrup, strawberries, high fructose corn syrup, whey protein concentrate, cocoa processed with alkali, buttermilk, propylene glycol monoesters, guar gum, mono - and diglycerides, natural and artificial flavors, cellulose gel, locust bean gum, corn starch, modified corn starch, citric acid, malic acid, cellulose gum, annatto extract (for color), carrageenan, red 3, blue 1, yellow 6, vitamin a palmitate.","en:e110,en:e127,en:e133,en:e296,en:e330,en:e407,en:e410,en:e412,en:e466,en:e471"
